id,hospcode,areacode,date_com,b_year,target,result,result10,result11,result12,result01,result02,result03,result04,result05,result06,result07,result08,result09
"92a705c26f22754d7462e9f742436b6f","03106","32012007","202411161613","2567",8467,27250,1551,1999,1663,1919,3283,2225,1333,1758,5646,2042,1433,2413
"92a705c26f22754d7462e9f742436b6f","08699","77030206","202411160651","2567",3146,9503,1169,713,586,516,1323,2053,407,336,676,522,680,522
"92a705c26f22754d7462e9f742436b6f","04692","42030412","202411162110","2567",4340,15297,777,983,1174,1078,728,540,792,2789,2186,2214,1503,535
"92a705c26f22754d7462e9f742436b6f","04117","37020208","202411161106","2567",4030,13137,1107,2072,1449,998,1362,788,722,729,924,1470,852,666
"92a705c26f22754d7462e9f742436b6f","04678","42011004","202411162110","2567",4141,14546,713,1471,1750,1256,1533,1776,711,1074,646,786,1987,855
"92a705c26f22754d7462e9f742436b6f","07118","61060210","202411161133","2567",3166,19872,1522,1698,1388,1530,3003,1881,1365,1448,1472,1324,1723,1577
"92a705c26f22754d7462e9f742436b6f","04118","37020308","202411161106","2567",3682,13671,961,1632,1346,1095,1046,1200,931,1085,995,1057,1342,981
"92a705c26f22754d7462e9f742436b6f","05753","49010905","202411160839","2567",1406,5601,314,235,653,335,356,447,429,635,675,573,520,429
"92a705c26f22754d7462e9f742436b6f","07067","61010405","202411161133","2567",2252,9997,730,1092,710,845,1177,380,865,565,437,684,1335,1178
"92a705c26f22754d7462e9f742436b6f","04694","42030501","202411162110","2567",2361,8594,1075,568,1040,1691,645,524,588,450,371,601,799,271
"92a705c26f22754d7462e9f742436b6f","04887","38060303","202411161019","2567",4366,9736,625,909,1512,933,1486,874,391,505,760,607,710,426
"92a705c26f22754d7462e9f742436b6f","10240","38030404","202411161019","2567",2279,7131,495,601,554,1408,373,827,457,385,590,596,430,417
"92a705c26f22754d7462e9f742436b6f","03113","32020304","202411161613","2567",2418,12106,614,587,1104,1218,1451,1363,769,1121,968,1192,1028,697
