id,hospcode,areacode,date_com,b_year,result
"2d85d6ec39840f8051854b028fa13073","04771","42120203","202311171034","2566",6
"2d85d6ec39840f8051854b028fa13073","08115","71090615","202311170906","2566",226
"2d85d6ec39840f8051854b028fa13073","08116","71090611","202311170906","2566",3
"2d85d6ec39840f8051854b028fa13073","01611","18010602","202311151014","2566",14
"2d85d6ec39840f8051854b028fa13073","01612","18010606","202311151014","2566",1
"2d85d6ec39840f8051854b028fa13073","01614","18010803","202311151014","2566",9
"2d85d6ec39840f8051854b028fa13073","11170","54060103","202311061252","2566",228
"2d85d6ec39840f8051854b028fa13073","04535","41250101","202310181814","2566",4
"2d85d6ec39840f8051854b028fa13073","03433","33100402","202311160358","2566",1
"2d85d6ec39840f8051854b028fa13073","10927","33020107","202311160358","2566",112
"2d85d6ec39840f8051854b028fa13073","10928","33030105","202311160358","2566",245
"2d85d6ec39840f8051854b028fa13073","04093","36150402","202311170416","2566",2
"2d85d6ec39840f8051854b028fa13073","10702","36010105","202311170416","2566",1052
"2d85d6ec39840f8051854b028fa13073","11171","54070108","202311061252","2566",176
"2d85d6ec39840f8051854b028fa13073","10750","96010100","202311151853","2566",295
"2d85d6ec39840f8051854b028fa13073","10041","95030304","202311161701","2566",2
"2d85d6ec39840f8051854b028fa13073","04541","41041602","202310181814","2566",136
"2d85d6ec39840f8051854b028fa13073","04580","41090705","202310181814","2566",20
"2d85d6ec39840f8051854b028fa13073","04559","41061201","202310181814","2566",3
"2d85d6ec39840f8051854b028fa13073","04563","41070110","202310181814","2566",17
"2d85d6ec39840f8051854b028fa13073","04564","41070202","202310181814","2566",65
"2d85d6ec39840f8051854b028fa13073","04595","41110603","202310181814","2566",114
"2d85d6ec39840f8051854b028fa13073","04601","41111101","202310181814","2566",132
"2d85d6ec39840f8051854b028fa13073","04600","41111002","202310181814","2566",33
"2d85d6ec39840f8051854b028fa13073","04662","41240204","202310181814","2566",30
"2d85d6ec39840f8051854b028fa13073","10815","19110209","202311160757","2566",22
"2d85d6ec39840f8051854b028fa13073","01780","19110203","202311160757","2566",10
"2d85d6ec39840f8051854b028fa13073","77686","24030110","202311170904","2566",7
"2d85d6ec39840f8051854b028fa13073","02235","24041206","202311170904","2566",4
"2d85d6ec39840f8051854b028fa13073","04870","38040316","202311160711","2566",42
"2d85d6ec39840f8051854b028fa13073","04772","42120208","202311171034","2566",1
"2d85d6ec39840f8051854b028fa13073","03155","32050704","202311161643","2566",3
"2d85d6ec39840f8051854b028fa13073","03156","32050803","202311161643","2566",13
"2d85d6ec39840f8051854b028fa13073","11072","45130109","202311150609","2566",285
"2d85d6ec39840f8051854b028fa13073","11071","45120104","202311150609","2566",180
"2d85d6ec39840f8051854b028fa13073","04786","43010601","202311160552","2566",215
"2d85d6ec39840f8051854b028fa13073","11098","47110103","202311161837","2566",1055
"2d85d6ec39840f8051854b028fa13073","10710","47010100","202311161837","2566",322
"2d85d6ec39840f8051854b028fa13073","11406","91060108","202311170108","2566",469
"2d85d6ec39840f8051854b028fa13073","10781","14160201","202311152244","2566",1
"2d85d6ec39840f8051854b028fa13073","10780","14150106","202311152244","2566",297
"2d85d6ec39840f8051854b028fa13073","10779","14140605","202311152244","2566",2
"2d85d6ec39840f8051854b028fa13073","10778","14130101","202311152244","2566",22
"2d85d6ec39840f8051854b028fa13073","11174","55030205","202311160627","2566",200
"2d85d6ec39840f8051854b028fa13073","04766","42110104","202311171034","2566",1
"2d85d6ec39840f8051854b028fa13073","11394","90090101","202311132002","2566",42
"2d85d6ec39840f8051854b028fa13073","11393","90080303","202311132002","2566",21
"2d85d6ec39840f8051854b028fa13073","11392","90070105","202311132002","2566",40
"2d85d6ec39840f8051854b028fa13073","10740","82050200","202311170153","2566",456
"2d85d6ec39840f8051854b028fa13073","15012","57020203","202311160644","2566",1537
"2d85d6ec39840f8051854b028fa13073","11070","45110101","202311150609","2566",823
"2d85d6ec39840f8051854b028fa13073","01777","19110112","202311160757","2566",7
"2d85d6ec39840f8051854b028fa13073","01255","14070703","202311152244","2566",2
"2d85d6ec39840f8051854b028fa13073","01251","14070305","202311152244","2566",13
"2d85d6ec39840f8051854b028fa13073","11244","64020202","202311170558","2566",3
"2d85d6ec39840f8051854b028fa13073","09800","93020304","202311160913","2566",28
"2d85d6ec39840f8051854b028fa13073","11323","85020303","202311160409","2566",77
"2d85d6ec39840f8051854b028fa13073","11362","84080807","202311160440","2566",3
"2d85d6ec39840f8051854b028fa13073","11361","84070110","202311160440","2566",107
"2d85d6ec39840f8051854b028fa13073","11187","56060601","202311151309","2566",154
"2d85d6ec39840f8051854b028fa13073","04871","38040402","202311160711","2566",10
"2d85d6ec39840f8051854b028fa13073","10788","15070110","202311160913","2566",243
